language,sent_id,tok_id,token,upos,lemma
de,65,31,sein,DET,sein
de,65,32,dreißigster,ADJ,dreißigst
de,65,33,Geburtstag,NOUN,Geburtstag
de,65,34,war,AUX,sein
de,65,35,",",PUNCT,--
de,65,36,die,DET,der
de,65,37,Kollegen,NOUN,Kollege
de,65,38,in,ADP,in
de,65,39,der,DET,der
de,65,40,Bank,NOUN,Bank
de,65,41,veranstaltet,VERB,veranstalten
de,65,42,hatten,AUX,haben
de,65,43,",",PUNCT,--
de,65,44,es,PRON,es
de,65,45,war,AUX,sein
de,65,46,natürlich,ADV,natürlich
de,65,47,möglich,ADV,möglich
de,65,48,",",PUNCT,--
de,65,49,vielleicht,ADV,vielleicht
de,65,50,brauchte,VERB,brauchen
de,65,51,er,PRON,er
de,65,52,nur,ADV,nur
de,65,53,auf,ADP,auf
de,65,54,irgendeine,DET,irgendein
de,65,55,Weise,NOUN,Weise
de,65,56,den,DET,der
de,65,57,Wächtern,NOUN,Wächter
de,65,58,ins,ADP,in
de,65,59,Gesicht,NOUN,Gesicht
de,65,60,zu,PART,zu
de,65,61,lachen,VERB,lachen
de,65,62,und,CCONJ,und
de,65,63,sie,PRON,sie
de,65,64,würden,AUX,werden
de,65,65,mitlachen,VERB,mitlachen
de,65,66,",",PUNCT,--
de,65,67,vielleicht,ADV,vielleicht
de,65,68,waren,AUX,sein
de,65,69,es,PRON,es
de,65,70,Dienstmänner,NOUN,dienstmänner
de,65,71,von,ADP,von
de,65,72,der,DET,der
de,65,73,Straßenecke,NOUN,Straßenecke
de,65,74,",",PUNCT,--
de,65,75,sie,PRON,sie
de,65,76,sahen,VERB,sehen
de,65,77,ihnen,PRON,ihnen
de,65,78,nicht,PART,nicht
de,65,79,unähnlich,ADV,unähnlich
de,65,80,—,PUNCT,--
de,65,81,trotzdem,ADV,trotzdem
de,65,82,war,AUX,sein
de,65,83,er,PRON,er
de,65,84,diesmal,ADV,diesmal
de,65,85,förmlich,ADV,förmlich
de,65,86,schon,ADV,schon
de,65,87,seit,ADP,seit
de,65,88,dem,DET,der
de,65,89,ersten,ADJ,erster
de,65,90,Anblick,NOUN,Anblick
de,65,91,des,DET,der
de,65,92,Wächters,NOUN,Wächter
de,65,93,Franz,PROPN,Franz
de,65,94,entschlossen,VERB,entschließen
de,65,95,",",PUNCT,--
de,65,96,nicht,PART,nicht
de,65,97,den,DET,der
de,65,98,geringsten,ADJ,gering
de,65,99,Vorteil,NOUN,Vorteil
de,65,100,",",PUNCT,--
de,65,101,den,PRON,der
de,65,102,er,PRON,er
de,65,103,vielleicht,ADV,vielleicht
de,65,104,gegenüber,ADP,gegenüber
de,65,105,diesen,DET,dieser
de,65,106,Leuten,NOUN,Leute
de,65,107,besaß,VERB,besitzen
de,65,108,",",PUNCT,--
de,65,109,aus,ADP,aus
de,65,110,der,DET,der
de,65,111,Hand,NOUN,Hand
de,65,112,zu,PART,zu
de,65,113,geben,VERB,geben
de,65,114,.,PUNCT,--
de,66,0,Darin,ADV,darin
de,66,1,",",PUNCT,--
de,66,2,daß,SCONJ,daß
de,66,3,man,PRON,man
de,66,4,später,ADV,spät
de,66,5,sagen,VERB,sagen
de,66,6,würde,AUX,werden
de,66,7,",",PUNCT,--
de,66,8,er,PRON,er
de,66,9,habe,AUX,haben
de,66,10,keinen,DET,kein
de,66,11,Spaß,NOUN,Spaß
de,66,12,verstanden,VERB,verstehen
de,66,13,",",PUNCT,--
de,66,14,sah,VERB,sehen
de,66,15,K.,PROPN,K.
de,66,16,eine,DET,ein
de,66,17,ganz,ADV,ganz
de,66,18,geringe,ADJ,gering
de,66,19,Gefahr,NOUN,Gefahr
de,66,20,",",PUNCT,--
de,66,21,wohl,ADV,wohl
de,66,22,aber,ADV,aber
de,66,23,erinnerte,VERB,erinnern
de,66,24,er,PRON,er
de,66,25,sich,PRON,sich
de,66,26,—,PUNCT,--
de,66,27,ohne,ADP,ohne
de,66,28,daß,SCONJ,daß
de,66,29,es,PRON,es
de,66,30,sonst,ADV,sonst
de,66,31,seine,DET,sein
de,66,32,Gewohnheit,NOUN,Gewohnheit
de,66,33,gewesen,AUX,sein
de,66,34,wäre,AUX,sein
de,66,35,",",PUNCT,--
de,66,36,aus,ADP,aus
de,66,37,Erfahrungen,NOUN,Erfahrung
de,66,38,zu,PART,zu
de,66,39,lernen,VERB,lernen
de,66,40,—,PUNCT,--
de,66,41,an,ADP,an
de,66,42,einige,PRON,einige
de,66,43,an,ADP,an
de,66,44,sich,PRON,sich
de,66,45,unbedeutende,ADJ,unbedeutend
de,66,46,Fälle,NOUN,Fall
de,66,47,",",PUNCT,--
de,66,48,in,ADP,in
de,66,49,denen,PRON,der
de,66,50,er,PRON,er
de,66,51,zum,ADP,zu
de,66,52,Unterschied,NOUN,Unterschied
de,66,53,von,ADP,von
de,66,54,seinen,DET,sein
de,66,55,Freunden,NOUN,Freund
de,66,56,mit,ADP,mit
de,66,57,Bewußtsein,NOUN,Bewußtsein
de,66,58,",",PUNCT,--
de,66,59,ohne,ADP,ohne
de,66,60,das,DET,der
de,66,61,geringste,ADJ,gering
de,66,62,Gefühl,NOUN,Gefühl
de,66,63,für,ADP,für
de,66,64,die,DET,der
de,66,65,möglichen,ADJ,möglich
de,66,66,Folgen,NOUN,Folge
de,66,67,sich,PRON,sich
de,66,68,unvorsichtig,ADV,unvorsichtig
de,66,69,benommen,VERB,benommen
de,66,70,hatte,AUX,haben
de,66,71,und,CCONJ,und
de,66,72,dafür,ADV,dafür
de,66,73,durch,ADP,durch
de,66,74,das,DET,der
de,66,75,Ergebnis,NOUN,Ergebnis
de,66,76,gestraft,VERB,strafen
de,66,77,worden,AUX,werden
de,66,78,war,AUX,sein
de,66,79,.,PUNCT,--
de,84,0,„,PUNCT,--
de,84,1,Sie,PRON,sie
de,84,2,werden,AUX,werden
de,84,3,sie,PRON,sie
de,84,4,beantworten,VERB,beantworten
de,84,5,müssen,AUX,müssen
de,84,6,",",PUNCT,--
de,84,7,“,PUNCT,--
de,84,8,sagte,VERB,sagen
de,84,9,K.,PROPN,K.
de,84,10,„,PUNCT,--
de,84,11,Hier,ADV,hier
de,84,12,sind,AUX,sein
de,84,13,meine,DET,mein
de,84,14,Legitimationspapiere,NOUN,Legitimationspapier
de,84,15,",",PUNCT,--
de,84,16,zeigen,VERB,zeigen
de,84,17,Sie,PRON,sie
de,84,18,mir,PRON,mir
de,84,19,jetzt,ADV,jetzt
de,84,20,die,DET,der
de,84,21,Ihrigen,NOUN,Ihrigen
de,84,22,und,CCONJ,und
de,84,23,vor,ADP,vor
de,84,24,allem,PRON,alle
de,84,25,den,DET,der
de,84,26,Verhaftbefehl,NOUN,Verhaftbefehl
de,84,27,.,PUNCT,--
de,84,28,“,PUNCT,--
de,107,0,Ihre,DET,ihr
de,107,1,Sicherheit,NOUN,Sicherheit
de,107,2,ist,AUX,sein
de,107,3,nur,ADV,nur
de,107,4,durch,ADP,durch
de,107,5,ihre,DET,ihr
de,107,6,Dummheit,NOUN,Dummheit
de,107,7,möglich,ADV,möglich
de,107,8,.,PUNCT,--
de,123,0,Sollte,AUX,sollen
de,123,1,er,PRON,er
de,123,2,die,DET,der
de,123,3,wirkliche,ADJ,wirklich
de,123,4,Entschuldigung,NOUN,Entschuldigung
de,123,5,anführen,VERB,anführen
de,123,6,?,PUNCT,--
de,134,0,Es,PRON,es
de,134,1,war,AUX,sein
de,134,2,nur,ADV,nur
de,134,3,das,DET,der
de,134,4,Schreien,NOUN,schreien
de,134,5,",",PUNCT,--
de,134,6,das,PRON,der
de,134,7,ihn,PRON,ihn
de,134,8,erschreckte,VERB,erschrecken
de,134,9,",",PUNCT,--
de,134,10,dieses,DET,dieser
de,134,11,kurze,ADJ,kurz
de,134,12,abgehackte,ADJ,abgehackt
de,134,13,militärische,ADJ,militärisch
de,134,14,Schreien,NOUN,schreien
de,134,15,",",PUNCT,--
de,134,16,das,PRON,der
de,134,17,er,PRON,er
de,134,18,dem,DET,der
de,134,19,Wächter,NOUN,Wächter
de,134,20,Franz,PROPN,Franz
de,134,21,gar,ADV,gar
de,134,22,nicht,PART,nicht
de,134,23,zugetraut,VERB,zutrauen
de,134,24,hätte,AUX,haben
de,134,25,.,PUNCT,--
de,148,0,„,PUNCT,--
de,148,1,Wenn,SCONJ,wenn
de,148,2,ich,PRON,ich
de,148,3,dadurch,ADV,dadurch
de,148,4,die,DET,der
de,148,5,Sache,NOUN,Sache
de,148,6,beschleunige,VERB,beschleunigen
de,148,7,",",PUNCT,--
de,148,8,soll,AUX,sollen
de,148,9,es,PRON,es
de,148,10,mir,PRON,mir
de,148,11,recht,ADV,Recht
de,148,12,sein,AUX,sein
de,148,13,",",PUNCT,--
de,148,14,“,PUNCT,--
de,148,15,sagte,VERB,sagen
de,148,16,K.,PROPN,K.
de,148,17,",",PUNCT,--
de,148,18,öffnete,VERB,öffnen
de,148,19,selbst,ADV,selbst
de,148,20,den,DET,der
de,148,21,Kleiderkasten,NOUN,Kleiderkasten
de,148,22,",",PUNCT,--
de,148,23,suchte,VERB,suchen
de,148,24,lange,ADV,lange
de,148,25,unter,ADP,unter
de,148,26,den,DET,der
de,148,27,vielen,DET,vieler
de,148,28,Kleidern,NOUN,Kleid
de,148,29,",",PUNCT,--
de,148,30,wählte,VERB,wählen
de,148,31,sein,DET,sein
de,148,32,bestes,ADJ,be
de,148,33,schwarzes,ADJ,schwarz
de,148,34,Kleid,NOUN,Kleid
de,148,35,",",PUNCT,--
de,148,36,ein,DET,ein
de,148,37,Jackettkleid,NOUN,Jackettkleid
de,148,38,",",PUNCT,--
de,148,39,das,PRON,der
de,148,40,durch,ADP,durch
de,148,41,seine,DET,sein
de,148,42,Taille,NOUN,Taille
de,148,43,unter,ADP,unter
de,148,44,den,DET,der
de,148,45,Bekannten,NOUN,bekannte
de,148,46,fast,ADV,fast
de,148,47,Aufsehen,NOUN,Aufsehen
de,148,48,gemacht,VERB,machen
de,148,49,hatte,AUX,haben
de,148,50,",",PUNCT,--
de,148,51,zog,VERB,ziehen
de,148,52,nun,ADV,nun
de,148,53,auch,ADV,auch
de,148,54,ein,DET,ein
de,148,55,anderes,ADJ,anderer
de,148,56,Hemd,NOUN,Hemd
de,148,57,hervor,ADV,hervor
de,148,58,und,CCONJ,und
de,148,59,begann,VERB,beginnen
de,148,60,sich,PRON,sich
de,148,61,sorgfältig,ADV,sorgfältig
de,148,62,anzuziehn,VERB,anzuziehn
de,148,63,.,PUNCT,--
de,153,0,Jetzt,ADV,jetzt
de,153,1,war,AUX,sein
de,153,2,das,DET,der
de,153,3,Nachttischchen,NOUN,Nachttischchen
de,153,4,von,ADP,von
de,153,5,ihrem,DET,ihr
de,153,6,Bett,NOUN,Bett
de,153,7,als,ADP,als
de,153,8,Verhandlungstisch,NOUN,Verhandlungstisch
de,153,9,in,ADP,in
de,153,10,die,DET,der
de,153,11,Mitte,NOUN,Mitte
de,153,12,des,DET,der
de,153,13,Zimmers,NOUN,Zimmer
de,153,14,gerückt,VERB,rücken
de,153,15,und,CCONJ,und
de,153,16,der,DET,der
de,153,17,Aufseher,NOUN,Aufseher
de,153,18,saß,VERB,sitzen
de,153,19,hinter,ADP,hinter
de,153,20,ihm,PRON,ihm
de,153,21,.,PUNCT,--
de,158,0,„,PUNCT,--
de,158,1,Josef,PROPN,Josef
de,158,2,K,PROPN,K
de,158,3,?,PUNCT,--
de,158,4,“,PUNCT,--
de,158,5,fragte,VERB,fragen
de,158,6,der,DET,der
de,158,7,Aufseher,NOUN,Aufseher
de,158,8,",",PUNCT,--
de,158,9,vielleicht,ADV,vielleicht
de,158,10,nur,ADV,nur
de,158,11,um,ADP,um
de,158,12,K.s,PROPN,K.s
de,158,13,zerstreute,ADJ,zerstreut
de,158,14,Blicke,NOUN,Blick
de,158,15,auf,ADP,auf
de,158,16,sich,PRON,sich
de,158,17,zu,PART,zu
de,158,18,lenken,VERB,lenken
de,158,19,.,PUNCT,--
de,163,0,„,PUNCT,--
de,163,1,Sie,PRON,sie
de,163,2,mißverstehen,VERB,mißverstehen
de,163,3,mich,PRON,mich
de,163,4,vielleicht,ADV,vielleicht
de,163,5,",",PUNCT,--
de,163,6,“,PUNCT,--
de,163,7,beeilte,VERB,beeilen
de,163,8,sich,PRON,sich
de,163,9,K.,PROPN,K.
de,163,10,zu,PART,zu
de,163,11,bemerken,VERB,bemerken
de,163,12,.,PUNCT,--
de,184,0,Wir,PRON,wir
de,184,1,könnten,AUX,können
de,184,2,die,DET,der
de,184,3,regelrechtesten,ADJ,regelrechtest
de,184,4,Uniformen,NOUN,Uniform
de,184,5,tragen,VERB,tragen
de,184,6,und,CCONJ,und
de,184,7,Ihre,DET,ihr
de,184,8,Sache,NOUN,Sache
de,184,9,würde,AUX,werden
de,184,10,um,ADP,um
de,184,11,nichts,PRON,nichts
de,184,12,schlechter,ADV,schlecht
de,184,13,stehn,VERB,stehn
de,184,14,.,PUNCT,--
de,193,0,Für,ADP,für
de,193,1,seine,DET,sein
de,193,2,Offenheit,NOUN,Offenheit
de,193,3,wurde,AUX,werden
de,193,4,er,PRON,er
de,193,5,mit,ADP,mit
de,193,6,einer,DET,ein
de,193,7,Rüge,NOUN,Rüge
de,193,8,bestraft,VERB,bestrafen
de,193,9,?,PUNCT,--
de,197,0,„,PUNCT,--
de,197,1,Gewiß,PART,gewiß
de,197,2,",",PUNCT,--
de,197,3,“,PUNCT,--
de,197,4,sagte,VERB,sagen
de,197,5,der,DET,der
de,197,6,Aufseher,NOUN,Aufseher
de,197,7,",",PUNCT,--
de,197,8,„,PUNCT,--
de,197,9,aber,CCONJ,aber
de,197,10,ich,PRON,ich
de,197,11,weiß,VERB,wissen
de,197,12,nicht,PART,nicht
de,197,13,",",PUNCT,--
de,197,14,welchen,DET,welcher
de,197,15,Sinn,NOUN,Sinn
de,197,16,das,PRON,der
de,197,17,haben,VERB,haben
de,197,18,sollte,AUX,sollen
de,197,19,",",PUNCT,--
de,197,20,es,PRON,es
de,197,21,müßte,AUX,müssen
de,197,22,denn,ADV,denn
de,197,23,sein,AUX,sein
de,197,24,",",PUNCT,--
de,197,25,daß,SCONJ,daß
de,197,26,Sie,PRON,sie
de,197,27,irgendeine,DET,irgendein
de,197,28,private,ADJ,privat
de,197,29,Angelegenheit,NOUN,Angelegenheit
de,197,30,mit,ADP,mit
de,197,31,ihm,PRON,ihm
de,197,32,zu,PART,zu
de,197,33,besprechen,VERB,besprechen
de,197,34,haben,AUX,haben
de,197,35,.,PUNCT,--
de,197,36,“,PUNCT,--
de,198,0,„,PUNCT,--
de,198,1,Welchen,DET,welchenr
de,198,2,Sinn,NOUN,Sinn
de,198,3,?,PUNCT,--
de,198,4,“,PUNCT,--
de,198,5,rief,VERB,rufen
de,198,6,K.,PROPN,K.
de,198,7,mehr,ADV,mehr
de,198,8,bestürzt,ADV,bestürzt
de,198,9,als,ADP,als
de,198,10,geärgert,VERB,ärgern
de,198,11,.,PUNCT,--
de,202,0,Die,DET,der
de,202,1,Herren,NOUN,Herr
de,202,2,haben,AUX,haben
de,202,3,mich,PRON,mich
de,202,4,zuerst,ADV,zuerst
de,202,5,überfallen,VERB,überfallen
de,202,6,und,CCONJ,und
de,202,7,jetzt,ADV,jetzt
de,202,8,sitzen,VERB,sitzen
de,202,9,oder,CCONJ,oder
de,202,10,stehn,VERB,stehnn
de,202,11,sie,PRON,sie
de,202,12,hier,ADV,hier
de,202,13,herum,ADV,herum
de,202,14,und,CCONJ,und
de,202,15,lassen,VERB,lassen
de,202,16,mich,PRON,sich
de,202,17,vor,ADP,vor
de,202,18,Ihnen,PRON,ihnen
de,202,19,die,DET,der
de,202,20,hohe,ADJ,hoch
de,202,21,Schule,NOUN,Schule
de,202,22,reiten,VERB,reiten
de,202,23,.,PUNCT,--
de,210,0,„,PUNCT,--
de,210,1,Weg,NOUN,Weg
de,210,2,von,ADP,von
de,210,3,dort,ADV,dort
de,210,4,",",PUNCT,--
de,210,5,“,PUNCT,--
de,210,6,rief,VERB,rufen
de,210,7,er,PRON,er
de,210,8,dann,ADV,dann
de,210,9,hinüber,ADV,hinüber
de,210,10,.,PUNCT,--
de,225,0,Nein,PART,nein
de,225,1,",",PUNCT,--
de,225,2,nein,PART,nein
de,225,3,",",PUNCT,--
de,225,4,das,PRON,der
de,225,5,geht,VERB,gehen
de,225,6,wirklich,ADV,wirklich
de,225,7,nicht,PART,nicht
de,225,8,.,PUNCT,--
de,243,0,Auch,ADV,auch
de,243,1,die,DET,der
de,243,2,andern,NOUN,anderer
de,243,3,hatten,AUX,haben
de,243,4,sich,PRON,sich
de,243,5,genähert,VERB,nähern
de,243,6,.,PUNCT,--
de,254,0,Wie,ADV,wie
de,254,1,hatte,AUX,haben
de,254,2,K.,PROPN,K.
de,254,3,das,PRON,der
de,254,4,übersehen,VERB,übersehen
de,254,5,können,AUX,können
de,254,6,?,PUNCT,--
de,265,0,Kaminer,NOUN,Kaminer
de,265,1,lief,VERB,laufen
de,265,2,zur,ADP,zu
de,265,3,Ecke,NOUN,Ecke
de,265,4,",",PUNCT,--
de,265,5,um,SCONJ,um
de,265,6,den,DET,der
de,265,7,Wagen,NOUN,Wagen
de,265,8,zu,PART,zu
de,265,9,holen,VERB,holen
de,265,10,",",PUNCT,--
de,265,11,die,PRON,der
de,265,12,zwei,NUM,zwei
de,265,13,andern,PRON,anderer
de,265,14,versuchten,VERB,versuchen
de,265,15,offensichtlich,ADV,offensichtlich
de,265,16,K.,PROPN,K.
de,265,17,zu,PART,zu
de,265,18,zerstreuen,VERB,zerstreuen
de,265,19,",",PUNCT,--
de,265,20,als,SCONJ,als
de,265,21,plötzlich,ADV,plötzlich
de,265,22,Kullich,ADV,Kullich
de,265,23,auf,ADP,auf
de,265,24,das,DET,der
de,265,25,gegenüberliegende,ADJ,gegenüberliegend
de,265,26,Haustor,NOUN,Haustor
de,265,27,zeigte,VERB,zeigen
de,265,28,",",PUNCT,--
de,265,29,in,ADP,in
de,265,30,dem,PRON,der
de,265,31,eben,ADV,eben
de,265,32,der,DET,der
de,265,33,große,ADJ,groß
de,265,34,Mann,NOUN,Mann
de,265,35,mit,ADP,mit
de,265,36,dem,DET,der
de,265,37,blonden,ADJ,blond
de,265,38,Spitzbart,NOUN,Spitzbart
de,265,39,erschien,VERB,erscheinen
de,265,40,und,CCONJ,und
de,265,41,im,ADP,in
de,265,42,ersten,ADJ,erster
de,265,43,Augenblick,NOUN,Augenblick
de,265,44,",",PUNCT,--
de,265,45,ein,DET,ein
de,265,46,wenig,PRON,wenig
de,265,47,verlegen,ADV,verlegen
de,265,48,darüber,ADV,darüber
de,265,49,",",PUNCT,--
de,265,50,daß,SCONJ,daß
de,265,51,er,PRON,er
de,265,52,sich,PRON,sich
de,265,53,jetzt,ADV,jetzt
de,265,54,in,ADP,in
de,265,55,seiner,DET,sein
de,265,56,ganzen,ADJ,ganz
de,265,57,Größe,NOUN,Größe
de,265,58,zeigte,VERB,zeigen
de,265,59,",",PUNCT,--
de,265,60,zur,ADP,zu
de,265,61,Wand,NOUN,Wand
de,265,62,zurücktrat,VERB,zurücktreten
de,265,63,und,CCONJ,und
de,265,64,sich,PRON,sich
de,265,65,anlehnte,VERB,anlehnen
de,265,66,.,PUNCT,--
de,270,0,Da,ADV,da
de,270,1,erinnerte,VERB,erinnern
de,270,2,sich,PRON,sich
de,270,3,K.,PROPN,K.
de,270,4,",",PUNCT,--
de,270,5,daß,SCONJ,daß
de,270,6,er,PRON,er
de,270,7,das,DET,der
de,270,8,Weggehn,NOUN,Weggehn
de,270,9,des,DET,der
de,270,10,Aufsehers,NOUN,Aufseher
de,270,11,und,CCONJ,und
de,270,12,der,DET,der
de,270,13,Wächter,NOUN,Wächter
de,270,14,gar,ADV,gar
de,270,15,nicht,PART,nicht
de,270,16,bemerkt,VERB,bemerken
de,270,17,hatte,AUX,haben
de,270,18,",",PUNCT,--
de,270,19,der,DET,der
de,270,20,Aufseher,NOUN,Aufseher
de,270,21,hatte,AUX,haben
de,270,22,ihm,PRON,ihm
de,270,23,die,DET,der
de,270,24,drei,NUM,drei
de,270,25,Beamten,NOUN,Beamter
de,270,26,verdeckt,VERB,verdecken
de,270,27,und,CCONJ,und
de,270,28,nun,ADV,nun
de,270,29,wieder,ADV,wieder
de,270,30,die,DET,der
de,270,31,Beamten,NOUN,Beamter
de,270,32,den,DET,der
de,270,33,Aufseher,NOUN,Aufseher
de,270,34,.,PUNCT,--
de,277,0,Außerdem,ADV,außerdem
de,277,1,ging,VERB,gehen
de,277,2,K.,PROPN,K.
de,277,3,einmal,ADV,einmal
de,277,4,in,ADP,in
de,277,5,der,DET,der
de,277,6,Woche,NOUN,Woche
de,277,7,zu,ADP,zu
de,277,8,einem,DET,ein
de,277,9,Mädchen,NOUN,Mädchen
de,277,10,namens,ADP,namens
de,277,11,Elsa,PROPN,Elsa
de,277,12,",",PUNCT,--
de,277,13,die,PRON,der
de,277,14,während,ADP,während
de,277,15,der,DET,der
de,277,16,Nacht,NOUN,Nacht
de,277,17,bis,ADP,bis
de,277,18,in,ADP,in
de,277,19,den,DET,der
de,277,20,späten,ADJ,spät
de,277,21,Morgen,NOUN,Morgen
de,277,22,als,ADP,als
de,277,23,Kellnerin,NOUN,Kellnerin
de,277,24,in,ADP,in
de,277,25,einer,DET,ein
de,277,26,Weinstube,NOUN,Weinstube
de,277,27,bediente,VERB,bedienen
de,277,28,und,CCONJ,und
de,277,29,während,ADP,während
de,277,30,des,DET,der
de,277,31,Tages,NOUN,Tag
de,277,32,nur,ADV,nur
de,277,33,vom,ADP,von
de,277,34,Bett,NOUN,Bett
de,277,35,aus,ADP,aus
de,277,36,Besuche,NOUN,Besuch
de,277,37,empfing,VERB,empfangen
de,277,38,.,PUNCT,--
de,284,0,Als,SCONJ,als
de,284,1,er,PRON,er
de,284,2,um,ADP,um
de,284,3,½10,NOUN,½10
de,284,4,Uhr,NOUN,Uhr
de,284,5,abends,ADV,abends
de,284,6,vor,ADP,vor
de,284,7,dem,DET,der
de,284,8,Hause,NOUN,Haus
de,284,9,",",PUNCT,--
de,284,10,in,ADP,in
de,284,11,dem,PRON,der
de,284,12,er,PRON,er
de,284,13,wohnte,VERB,wohnen
de,284,14,",",PUNCT,--
de,284,15,ankam,VERB,ankommen
de,284,16,",",PUNCT,--
de,284,17,traf,VERB,treffen
de,284,18,er,PRON,er
de,284,19,im,ADP,in
de,284,20,Haustor,NOUN,Haustor
